lemma,obj_count,obj_immediate_count,pct_immediate
마련+하+는,8,8,100.0
느끼+ㄴ다,8,4,50.0
먹+어야,7,7,100.0
쓰+ㄹ,7,5,71.42857142857143
겪+게,7,7,100.0
믿+지,7,6,85.71428571428571
낳+게,7,6,85.71428571428571
검토+하+어,7,6,85.71428571428571
강조+하+고,7,5,71.42857142857143
간직+하+고,7,2,28.57142857142857
이루+ㄹ,7,7,100.0
택하+ㄴ,7,7,100.0
느끼+ㄴ,7,7,100.0
거치+ㄴ,7,6,85.71428571428571
평가+하+ㄹ,7,1,14.285714285714285
바치+는,7,4,57.14285714285714
기술+하+는,7,4,57.14285714285714
상징+하+는,7,6,85.71428571428571
암시+하+고,7,3,42.857142857142854
일으키+었+다,7,5,71.42857142857143
발휘+하+ㄹ,7,5,71.42857142857143
만들+기,7,5,71.42857142857143
생각+하+게,7,4,57.14285714285714
내포+하+고,7,5,71.42857142857143
막+기,7,7,100.0
설명+하+ㄴ다,7,3,42.857142857142854
먹+는,7,5,71.42857142857143
형성+하+는,7,6,85.71428571428571
짓+는,7,7,100.0
품+고,7,6,85.71428571428571
취하+ㄹ,7,6,85.71428571428571
정의+하+는,7,5,71.42857142857143
지니+ㄹ,7,7,100.0
하+ㅂ니다,7,4,57.14285714285714
파악+하+ㄴ다,7,3,42.857142857142854
분석+하+어,7,6,85.71428571428571
가리키+ㄴ다,7,6,85.71428571428571
말하+ㄹ,7,2,28.57142857142857
열+었+다,7,6,85.71428571428571
강조+하+ㄴ다,7,4,57.14285714285714
알리+는,7,6,85.71428571428571
극복+하+ㄹ,7,5,71.42857142857143
받+아야,7,6,85.71428571428571
낳+는,7,6,85.71428571428571
그리+는,7,6,85.71428571428571
수용+하+는,7,2,28.57142857142857
이용+하+었+다,7,4,57.14285714285714
받+았+던,7,7,100.0
좋아하+ㄴ다,7,6,85.71428571428571
바꾸+어,7,6,85.71428571428571
전개+하+었+다,7,6,85.71428571428571
마련+하+었+다,7,6,85.71428571428571
하+었+ㄹ,7,4,57.14285714285714
증가+시키+는,7,5,71.42857142857143
유지+하+기,7,7,100.0
보이+는,7,6,85.71428571428571
떠나+ㄴ,7,7,100.0
방지+하+기,6,4,66.66666666666666
보내+ㄴ,6,5,83.33333333333334
벌이+었+다,6,6,100.0
느끼+지,6,5,83.33333333333334
세우+ㄴ,6,4,66.66666666666666
강조+하+ㄴ,6,6,100.0
매입+하+었+다,6,3,50.0
다루+ㄴ다,6,4,66.66666666666666
입+는,6,6,100.0
내+지,6,6,100.0
제시+하+었+다,6,4,66.66666666666666
주장+하+는,6,5,83.33333333333334
모르+ㄴ다,6,5,83.33333333333334
들+ㄴ다,6,5,83.33333333333334
만나+ㄴ,6,4,66.66666666666666
결정+하+ㄴ다,6,4,66.66666666666666
강조+하+었+다,6,5,83.33333333333334
벗어나+지,6,5,83.33333333333334
만나+게,6,5,83.33333333333334
시작+하+ㄴ,6,6,100.0
생각+하+ㄹ,6,5,83.33333333333334
고려+하+지,6,5,83.33333333333334
잡+는,6,4,66.66666666666666
이해+하+고,6,0,0.0
이해+하+기,6,5,83.33333333333334
하+오,6,4,66.66666666666666
반영+하+고,6,2,33.33333333333333
상실+하+고,6,5,83.33333333333334
보내+ㅆ+다,6,3,50.0
상실+하+ㄴ,6,5,83.33333333333334
거두+었+다,6,5,83.33333333333334
믿+었+다,6,3,50.0
일으키+ㄴ,6,5,83.33333333333334
맞+았+다,6,4,66.66666666666666
하+ㄴ다는,6,5,83.33333333333334
반대+하+는,6,6,100.0
잃+게,6,6,100.0
하+었+소,6,5,83.33333333333334
택하+지,6,5,83.33333333333334
미치+ㄹ,6,6,100.0
사용+하+게,6,4,66.66666666666666
바꾸+었+다,6,5,83.33333333333334
해결+하+는,6,6,100.0
느끼+는,6,4,66.66666666666666
제시+하+ㄴ다,6,4,66.66666666666666
읽+고,6,6,100.0
야기+시키+었+다,6,6,100.0
돌+는,6,3,50.0
형성+하+었+다,6,6,100.0
구하+ㄹ,6,5,83.33333333333334
보이+어+주+었+다,6,5,83.33333333333334
모르+는,6,6,100.0
구분+하+는,6,1,16.666666666666664
말하+어,6,5,83.33333333333334
지니+ㄴ다는,6,6,100.0
받아들이+었+다,6,4,66.66666666666666
해결+하+기,6,6,100.0
옹호+하+는,6,6,100.0
치+는,6,6,100.0
벗어나+ㄴ,6,5,83.33333333333334
따르+는,6,5,83.33333333333334
버리+지,6,5,83.33333333333334
전개+하+는,6,4,66.66666666666666
제공+하+었+다,6,6,100.0
가지+어+오+ㄹ,6,3,50.0
들+었+다,6,5,83.33333333333334
제시+하+는,6,6,100.0
상실+하+게,6,5,83.33333333333334
발표+하+었+다,6,5,83.33333333333334
허용+하+지,6,5,83.33333333333334
치+었+다,6,6,100.0
만들+고,6,5,83.33333333333334
이해+하+지,6,4,66.66666666666666
돌리+는,6,2,33.33333333333333
생산+하+는,5,5,100.0
짐작+하+ㄹ,5,3,60.0
변화+시키+는,5,2,40.0
제시+하+어,5,4,80.0
추진+하+었+다,5,4,80.0
가하+ㄴ,5,5,100.0
거치+어야,5,4,80.0
가+는,5,3,60.0
중시+하+는,5,4,80.0
맡+고,5,5,100.0
살피+어+보+았+다,5,2,40.0
지적+하+ㄴ다,5,4,80.0
떠나+ㅆ+다,5,5,100.0
나타내+ㄹ,5,2,40.0
기록+하+고,5,5,100.0
지니+었+다,5,4,80.0
추구+하+기,5,5,100.0
돕+기,5,4,80.0
입+었+다,5,5,100.0
지지+하+는,5,4,80.0
남기+었+다,5,5,100.0
부정+하+ㄴ다,5,4,80.0
낳+았+다,5,3,60.0
인정+하+ㄴ다,5,2,40.0
획득+하+었+다,5,5,100.0
지향+하+는,5,4,80.0
택하+었+다,5,5,100.0
열+어,5,5,100.0
누리+고,5,5,100.0
해결+하+ㄹ,5,4,80.0
취하+고,5,5,100.0
일깨우+어,5,3,60.0
얻+고,5,4,80.0
예고+하+는,5,4,80.0
일으키+는,5,5,100.0
채우+었+다,5,2,40.0
면하+ㄹ,5,5,100.0
확보+하+기,5,5,100.0
발견+하+ㄴ다,5,3,60.0
잡+고,5,4,80.0
선언+하+었+다,5,3,60.0
바라보+는,5,3,60.0
찾+고자,5,4,80.0
차지+하+ㄹ,5,5,100.0
이끌+어,5,5,100.0
보이+기,5,5,100.0
마시+는,5,5,100.0
제시+하+지,5,4,80.0
듣+지,5,5,100.0
가지+어+오+ㄴ다,5,4,80.0
하+었+다+고,5,4,80.0
삼+ㄴ,5,1,20.0
찾+기,5,5,100.0
가르치+는,5,4,80.0
들+고,5,1,20.0
가지+어+오+ㄴ,5,4,80.0
확립+하+는,5,4,80.0
지불+하+는,5,5,100.0
입+고,5,4,80.0
가지+었+던,5,5,100.0
가리키+는,5,5,100.0
지불+하+었+다,5,5,100.0
사+ㅆ+다,5,4,80.0
부여+하+는,5,5,100.0
비교+하+어,5,1,20.0
높이+기,5,2,40.0
돌+고,5,4,80.0
초월+하+는,5,4,80.0
판단+하+는,5,5,100.0
주+고,5,5,100.0
알+기,5,4,80.0
초래+하+ㄴ,5,5,100.0
노래+하+ㄴ,5,4,80.0
펴+는,5,4,80.0
제공+하+ㄴ,5,5,100.0
극복+하+는,5,4,80.0
담당+하+ㄹ,5,4,80.0
대+지,5,5,100.0
고려+하+ㄹ,5,3,60.0
짓+ㄹ,5,3,60.0
계산+하+ㄹ,5,4,80.0
증명+하+어,5,4,80.0
쓰+게,5,5,100.0
넘+는,5,3,60.0
바라+오,5,4,80.0
잃+고,5,4,80.0
연결+하+는,5,1,20.0
깨닫+았+다,5,3,60.0
입+은,5,5,100.0
가꾸+는,5,4,80.0
찾+았+다,5,2,40.0
듣+었+다,5,4,80.0
구축+하+어,5,4,80.0
전달+하+었+다,5,2,40.0
먹+는다,5,3,60.0
지키+기,5,3,60.0
일으키+게,5,4,80.0
자랑+하+는,5,4,80.0
택하+는,4,3,75.0
다루+ㄴ,4,2,50.0
고하+었+다,4,4,100.0
낳+ㄴ,4,3,75.0
시사+하+고,4,3,75.0
의미+하+ㄹ,4,4,100.0
둘러싸+고,4,4,100.0
걷+어,4,3,75.0
초래+하+었+다,4,4,100.0
돌리+었+다,4,2,50.0
찾+는다,4,2,50.0
쌓+는,4,4,100.0
내리+고,4,4,100.0
차지+하+게,4,4,100.0
정하+는,4,4,100.0
풀+기,4,3,75.0
거부+하+ㄴ다,4,3,75.0
넣+었+다,4,4,100.0
지키+어,4,3,75.0
조사+하+는,4,4,100.0
이루+지,4,4,100.0
배제+하+는,4,4,100.0
알리+어+주+는,4,2,50.0
모시+ㄴ,4,4,100.0
제거+하+는,4,0,0.0
대하+ㄹ,4,1,25.0
발견+하+ㄴ,4,3,75.0
올리+ㄴ,4,4,100.0
상회+하+는,4,2,50.0
담+고,4,3,75.0
받아들이+ㄴ,4,3,75.0
가지+어,4,2,50.0
부르+고,4,0,0.0
차지+하+었+다,4,4,100.0
겸하+ㄴ,4,4,100.0
인식+하+는,4,2,50.0
내+ㄴ다,4,3,75.0
찾+아+내+는,4,3,75.0
바르+ㄴ다,4,0,0.0
초래+하+고,4,4,100.0
나누+ㄹ,4,2,50.0
확인+하+었+다,4,2,50.0
삼+고,4,0,0.0
겪+고,4,3,75.0
내+게,4,4,100.0
피하+ㄹ,4,4,100.0
걸+어,4,4,100.0
느끼+었+던,4,4,100.0
의심+하+어,4,1,25.0
듣+는,4,4,100.0
말하+어+주+ㄴ다,4,4,100.0
유지+하+지,4,1,25.0
깨닫+고,4,3,75.0
거두+ㄴ,4,4,100.0
취하+게,4,4,100.0
나누+어,4,3,75.0
시사+하+ㄴ다,4,3,75.0
발견+하+는,4,4,100.0
설명+하+어,4,1,25.0
받+아,4,3,75.0
미치+는,4,4,100.0
주+기,4,2,50.0
가하+었+다,4,4,100.0
이끌+는,4,2,50.0
확인+하+ㄹ,4,3,75.0
기록+하+ㄴ,4,3,75.0
찾+아,4,2,50.0
부정+하+ㄹ,4,4,100.0
요구+하+었+다,4,3,75.0
기대+하+ㄴ다,4,3,75.0
수반+하+는,4,4,100.0
전하+는,4,3,75.0
내포+하+는,4,4,100.0
제공+하+고,4,4,100.0
요구+하+ㄴ다,4,4,100.0
수용+하+ㄹ,4,1,25.0
지니+지,4,4,100.0
실현+하+는,4,2,50.0
탐구+하+는,4,3,75.0
모색+하+는,4,3,75.0
소유+하+고,4,3,75.0
보호+하+는,4,4,100.0
구하+는,4,3,75.0
보장+하+는,4,3,75.0
취하+ㄴ다,4,4,100.0
잃+었+다,4,4,100.0
자극+하+었+다,4,4,100.0
건설+하+ㄴ,4,4,100.0
좋아하+었+다,4,0,0.0
알+지,4,2,50.0
만들+었+다+고,4,3,75.0
구성+하+ㄴ다,4,4,100.0
만나+고,4,2,50.0
측정+하+ㄹ,4,3,75.0
규명+하+는,4,2,50.0
띠+고,4,3,75.0
확보+하+는,4,3,75.0
채택+하+고,4,4,100.0
하+는가,4,3,75.0
드러내+기,4,2,50.0
맞이하+게,4,4,100.0
거치+지,4,3,75.0
원하+고,4,3,75.0
구하+기,4,3,75.0
반영+하+ㄴ,4,3,75.0
행하+는,4,4,100.0
맞+ㄴ,4,4,100.0
지적+하+ㄹ,4,4,100.0
선택+하+는,4,4,100.0
의심+하+는,4,4,100.0
모색+하+었+다,4,3,75.0
인식+하+ㄹ,4,4,100.0
죽이+ㄴ,4,2,50.0
전하+어,4,4,100.0
알리+었+다,4,1,25.0
원하+지,4,4,100.0
올리+었+다,4,4,100.0
선택+하+ㄴ,4,2,50.0
변화+시키+었+다,4,3,75.0
다하+는,4,4,100.0
이루+기,4,4,100.0
파악+하+ㄴ,4,0,0.0
보내+는,4,1,25.0
지키+지,4,4,100.0
확인+하+어,4,1,25.0
정리+하+어,4,1,25.0
간파+하+ㄴ,4,2,50.0
의미+하+지,4,4,100.0
제공+하+ㄹ,4,2,50.0
발견+하+게,4,3,75.0
느끼+고,4,4,100.0
장악+하+게,4,3,75.0
가하+는,4,4,100.0
유지+하+었+다,4,3,75.0
걸+ㄴ,4,4,100.0
포함+하+ㅁ,4,0,0.0
만나+ㄹ,4,2,50.0
준비+하+었+다,4,2,50.0
누리+ㄹ,4,4,100.0
달리+는,4,4,100.0
담당+하+는,4,2,50.0
관찰+하+ㄹ,4,2,50.0
내+었+다,4,3,75.0
되찾+ㄹ,4,4,100.0
포괄+하+는,4,2,50.0
먹+ㄹ,4,2,50.0
주장+하+었+던,4,3,75.0
수행+하+ㄹ,4,1,25.0
선출+하+는,4,4,100.0
하+어+오+ㄴ,4,4,100.0
억제+하+는,4,4,100.0
기억+하+고,4,0,0.0
개최+하+었+다,4,4,100.0
중시+하+ㄴ,4,2,50.0
극복+하+려는,4,4,100.0
챙기+는,4,2,50.0
막+아,4,3,75.0
찾+아야,4,4,100.0
발전+시키+ㄴ,4,2,50.0
충족+시키+ㄹ,4,3,75.0
피우+었+던,4,4,100.0
드러내+ㄴ,4,4,100.0
제시+하+고,4,4,100.0
움직이+ㄹ,4,3,75.0
헤아리+ㄹ,4,3,75.0
두+어야,4,3,75.0
강조+하+게,4,2,50.0
노리+는,4,4,100.0
짓+지,4,4,100.0
끌+고,4,2,50.0
두+ㄴ다,4,4,100.0
맞이하+었+다,4,3,75.0
만나+ㅆ+다,4,4,100.0
전달+하+는,4,2,50.0
기록+하+어,4,1,25.0
조장+하+었+다,4,1,25.0
표현+하+고,4,0,0.0
만들+어+내+ㅆ+다,4,4,100.0
마련+하+ㄴ,4,4,100.0
바라+ㅆ+다,4,3,75.0
지칭+하+ㄴ다,4,4,100.0
내보내+ㅆ+다,4,3,75.0
채택+하+었+다,4,3,75.0
보+자,4,3,75.0
입+ㄴ,4,3,75.0
막+는,4,3,75.0
지+는,4,4,100.0
창조+하+는,4,4,100.0
분석+하+는,4,3,75.0
포함+하+ㄴ다,4,2,50.0
취하+지,3,3,100.0
수립+하+었+다,3,3,100.0
주관+하+시+는,3,3,100.0
잡+지,3,2,66.66666666666666
아끼+는,3,1,33.33333333333333
찾+으려,3,1,33.33333333333333
올리+어,3,2,66.66666666666666
제공+하+는,3,3,100.0
중요시+하+ㄴ다,3,3,100.0
보장+하+어,3,3,100.0
지니+ㄴ다+고,3,1,33.33333333333333
알리+어+주+ㄴ다,3,2,66.66666666666666
드러내+ㄹ,3,3,100.0
사랑+하+었+다,3,2,66.66666666666666
뒤덮+었+다,3,1,33.33333333333333
알리+기,3,1,33.33333333333333
옹호+하+었+다,3,1,33.33333333333333
조사+하+어,3,1,33.33333333333333
옮기+었+다,3,2,66.66666666666666
알리+어,3,2,66.66666666666666
모+았+다,3,3,100.0
내리+는,3,3,100.0
가르치+었+다,3,2,66.66666666666666
세우+는,3,3,100.0
표현+하+ㄹ,3,1,33.33333333333333
지배+하+었+던,3,3,100.0
수행+하+지,3,2,66.66666666666666
고치+어,3,2,66.66666666666666
치르+었+다,3,3,100.0
지배+하+어,3,2,66.66666666666666
쓰+지,3,2,66.66666666666666
감행+하+었+다,3,3,100.0
발휘+하+지,3,2,66.66666666666666
생각+하+지,3,1,33.33333333333333
삼+ㄹ,3,0,0.0
공급+하+는,3,1,33.33333333333333
타+ㄴ,3,3,100.0
충족+시키+어,3,2,66.66666666666666
담당+하+었+다,3,3,100.0
충족+시키+는,3,2,66.66666666666666
구별+하+는,3,1,33.33333333333333
넣+는다,3,0,0.0
찾+고,3,2,66.66666666666666
양성+하+는,3,2,66.66666666666666
맞추+었+다,3,3,100.0
비판+하+는,3,2,66.66666666666666
빌+는,3,2,66.66666666666666
인식+하+고,3,2,66.66666666666666
누리+는,3,3,100.0
파악+하+고,3,0,0.0
명심+하+어야,3,1,33.33333333333333
설명+하+고,3,1,33.33333333333333
띠+ㄴ다,3,3,100.0
격파+하+었+다,3,3,100.0
바꾸+어야,3,1,33.33333333333333
장악+하+고,3,2,66.66666666666666
알+아,3,2,66.66666666666666
속이+ㄹ,3,1,33.33333333333333
시작+하+ㄹ,3,2,66.66666666666666
거느리+고,3,2,66.66666666666666
허락+하+지,3,3,100.0
갖추+ㄹ,3,3,100.0
지내+ㅆ+다,3,2,66.66666666666666
공격+하+었+다,3,3,100.0
살+는,3,2,66.66666666666666
확립+하+어야,3,2,66.66666666666666
힘쓰+어야,3,2,66.66666666666666
종합+하+어,3,2,66.66666666666666
제기+하+ㄴ,3,3,100.0
점유+하+고,3,2,66.66666666666666
익히+는,3,2,66.66666666666666
믿+고,3,1,33.33333333333333
드리+는,3,3,100.0
준비+하+는,3,3,100.0
요구+하+고,3,3,100.0
상정+하+는,3,1,33.33333333333333
계승+하+ㄴ,3,3,100.0
밝히+어+주+는,3,3,100.0
쓰+기,3,3,100.0
나타내+ㅆ+다,3,2,66.66666666666666
논하+ㄹ,3,2,66.66666666666666
평가+하+었+다,3,3,100.0
축적+하+ㄴ,3,2,66.66666666666666
수용+하+ㄴ,3,1,33.33333333333333
유지+하+게,3,3,100.0
다루+어,3,1,33.33333333333333
팔+는,3,2,66.66666666666666
장악+하+ㄴ,3,3,100.0
획득+하+ㄹ,3,2,66.66666666666666
보호+하+기,3,2,66.66666666666666
드러내+고,3,1,33.33333333333333
끼치+고,3,3,100.0
창조+하+어,3,3,100.0
해결+하+려는,3,2,66.66666666666666
인식+하+어야,3,1,33.33333333333333
지내+ㄴ,3,3,100.0
생각+하+고,3,1,33.33333333333333
듣+는다,3,0,0.0
요약+하+어,3,3,100.0
극복+하+고자,3,2,66.66666666666666
간직+하+ㄴ,3,2,66.66666666666666
두+지,3,3,100.0
고수+하+는,3,3,100.0
종속+시키+는,3,3,100.0
동반+하+게,3,2,66.66666666666666
주+었+ㄹ,3,2,66.66666666666666
가로막+는,3,3,100.0
거두+게,3,3,100.0
방문+하+었+다,3,3,100.0
미치+었+다,3,3,100.0
끌+ㄹ,3,2,66.66666666666666
선택+하+었+다,3,2,66.66666666666666
열+는,3,3,100.0
전개+하+ㄴ,3,2,66.66666666666666
나누+ㄴ,3,2,66.66666666666666
시도+하+었+던,3,3,100.0
올리+는,3,2,66.66666666666666
연결+시키+는,3,0,0.0
방문+하+ㄴ,3,2,66.66666666666666
보+라,3,3,100.0
올리+게,3,3,100.0
치+ㄹ,3,3,100.0
거부+하+는,3,3,100.0
발견+하+오,3,3,100.0
확인+하+는,3,2,66.66666666666666
거듭하+었+다,3,2,66.66666666666666
겪+었+다,3,2,66.66666666666666
추진+하+어야,3,2,66.66666666666666
주장+하+ㄴ다,3,2,66.66666666666666
임명+하+었+다,3,0,0.0
벌이+ㄴ,3,3,100.0
전달+하+ㄴ다,3,1,33.33333333333333
보+기,3,0,0.0
다루+ㄹ,3,2,66.66666666666666
살피+어,3,3,100.0
보이+어+주+ㄹ,3,2,66.66666666666666
보이+지,3,3,100.0
잇+ㄴ,3,3,100.0
고집+하+ㄹ,3,3,100.0
따르+ㄹ,3,1,33.33333333333333
놓치+ㄴ,3,3,100.0
조직+하+었+다,3,3,100.0
지배+하+기,3,3,100.0
이해+하+게,3,1,33.33333333333333
활성화+하+ㄹ,3,3,100.0
기대+하+ㄹ,3,2,66.66666666666666
달성+하+ㄴ,3,3,100.0
바라+ㅂ니다,3,3,100.0
지적+하+고,3,2,66.66666666666666
개발+하+고,3,1,33.33333333333333
멈추+ㄹ,3,3,100.0
마련+하+기,3,3,100.0
마련+하+어야,3,2,66.66666666666666
짓+ㄴ,3,3,100.0
파악+하+기,3,0,0.0
형성+하+ㄴ다,3,3,100.0
추가+하+ㄴ,3,2,66.66666666666666
주도+하+는,3,3,100.0
결정짓+고,3,2,66.66666666666666
마치+었+다,3,3,100.0
다루+고,3,1,33.33333333333333
향유+하+ㄹ,3,2,66.66666666666666
실천+하+는,3,3,100.0
끌+ㄴ다,3,3,100.0
몰+고,3,0,0.0
기르+는,3,3,100.0
발휘+하+고,3,3,100.0
규정+하+ㄴ,3,1,33.33333333333333
잃+지,3,3,100.0
이루+게,3,3,100.0
지니+다,3,3,100.0
구별+하+ㄹ,3,2,66.66666666666666
먹+고,3,1,33.33333333333333
붙이+고,3,1,33.33333333333333
살피+어+보+는,3,1,33.33333333333333
